source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
4421572284665716096,229.68737191305303,1.0399996439721482,2.0741134413041262,1.431424995058586,,,19.771732,0.8775902,,,"NOT_AVAILABLE",,
4421571941065322496,229.63690350116974,0.964945822337834,2.0466039486310184,0.39622713823709876,-0.3187000719453792,0.5079708931170726,18.890596,,,,"NOT_AVAILABLE",,
4421573624693897728,229.65183867418443,8.314210873574186,2.127087481689694,1.1589640844273235,,,19.287714,,,,"NOT_AVAILABLE",,
4421571906705415168,229.68001674777247,0.3565820642141229,2.0633329517371055,0.32040192097526643,0.09800527265593721,0.42720596567589825,18.824474,0.78045464,,,"NOT_AVAILABLE",,
4421573418535310464,229.65916936010137,9.35835406679161,2.121575787577451,2.8888607248772473,,,19.531427,,,,"NOT_AVAILABLE",,
4421572147224294784,229.64867080930992,0.2864754932723762,2.076463584659606,0.46271355176587403,0.24252234933999295,0.44641454902699923,15.416464,,,,"NOT_AVAILABLE",,
4421571975425062784,229.648006475678,1.7857044469039833,2.0529606739356554,2.3391909400854978,,,19.254894,,,,"NOT_AVAILABLE",,
4421571872345673856,229.66947508938296,1.0063325401522756,2.056645941147844,0.6361612244905741,-2.00230633880685,0.6241391966848427,19.441519,,,,"NOT_AVAILABLE",,
4421573006221202304,229.6386305400616,33.614434838175285,2.095918562460689,49.92170438668134,,,17.87767,,,,"NOT_AVAILABLE",,
4421573143657695872,229.59265939151783,1.93462641633617,2.0990894421012927,0.8627773507495251,,,19.513487,,,,"NOT_AVAILABLE",,
4421572284662669696,229.68460808198822,0.5263888867499296,2.073740761192201,0.5556658760380212,0.1635336798610226,0.694385333199691,19.134428,0.62090683,,,"NOT_AVAILABLE",,
4421573624693897856,229.6519349221468,0.4759008790313875,2.126919378308714,0.41885633733394384,5.407866600160418,0.5482776148690933,18.649702,0.5866871,,,"NOT_AVAILABLE",,
4421572147224127104,229.64806708745908,0.2170747992762968,2.0728735342388145,0.2215176924763306,-0.05231252937313217,0.24316062564846858,15.870517,,,,"NOT_AVAILABLE",,
4421572147224294656,229.64575526444335,50.95565656705908,2.0756587451640223,27.185876423078636,,,16.344923,,,,"NOT_AVAILABLE",,
4421572078508941440,229.65597479881222,5.971856425058672,2.066411746856987,1.625271603007666,,,18.185297,0.6236801,,,"NOT_AVAILABLE",,
4421571975425062656,229.64743423216024,1.5610561675411523,2.052473806057217,2.1495917952993167,,,19.318466,,,,"NOT_AVAILABLE",,
4421571872345673728,229.66996066270204,0.9479667641049009,2.0566268596288064,0.5164660752229433,,,18.979412,0.49238777,,,"NOT_AVAILABLE",,
4421573311164017024,229.66747840385446,0.04425220037623877,2.097848282556538,0.05599076783806298,0.11885863689784311,0.06328923316162512,15.676796,0.99268436,,,"NOT_AVAILABLE",5286.9,
4421573143657695744,229.59242858028915,3.736160450943597,2.0998723570840347,1.6706187292565995,,,19.819736,,,,"NOT_AVAILABLE",,
4421571868055003776,229.66641321788146,0.032962452984732854,2.0543100197011546,0.030392568514912448,0.13917741962903546,0.03974671039492692,15.065687,1.081315,,,"NOT_AVAILABLE",5025.705,
4421478997973540480,229.5947362472774,0.4391829449251686,2.064245259326202,0.6136431421876942,0.5059602550138905,0.6591269029005385,19.188683,,,,"NOT_AVAILABLE",,
4421571769266461952,229.65660793351867,0.6090319991927802,2.049092041722816,0.3771744110000745,-0.7858776936142066,0.36031247886424655,18.631317,,,,"NOT_AVAILABLE",,
